customerID,gender,Tenure,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,Churn
1905-OEILC,Female,1,19.5,19.5,Month-to-month,No,Mailed check,No
1907-UBQFC,Male,10,72.85,688.65,Month-to-month,Fiber optic,Electronic check,Yes
1907-YLNYW,Male,8,66.7,579,Month-to-month,DSL,Electronic check,No
1910-FMXJM,Female,36,80.4,2937.65,Month-to-month,Fiber optic,Electronic check,No
1915-IOFGU,Female,1,70.5,70.5,Month-to-month,Fiber optic,Electronic check,Yes
1915-OAKWD,Female,16,19.3,360.35,One year,No,Bank transfer (automatic),No
1918-ZBFQJ,Female,13,79.25,1111.65,Month-to-month,Fiber optic,Electronic check,Yes
1919-RTPQD,Male,7,44.75,333.65,Month-to-month,DSL,Electronic check,No
1921-KYSAY,Female,41,68.6,2877.05,One year,DSL,Electronic check,No
1925-GMVBW,Female,5,20.55,96.1,Month-to-month,No,Credit card (automatic),No
1925-LFCZZ,Male,55,50.05,2743.45,One year,DSL,Bank transfer (automatic),No
1925-TIBLE,Female,7,86.5,582.5,Month-to-month,Fiber optic,Electronic check,Yes
1926-QUZNN,Female,72,25.25,1841.2,Two year,No,Bank transfer (automatic),No
1927-QEWMY,Female,72,20.5,1502.25,Two year,No,Credit card (automatic),No
1928-BXYIV,Male,1,61.15,61.15,Month-to-month,DSL,Electronic check,No
1929-ZCBHE,Male,47,40.3,1794.8,One year,DSL,Electronic check,No
1930-BZLHI,Male,21,20.35,422.7,One year,No,Mailed check,No
1930-QPBVZ,Male,68,95.1,6683.4,Two year,Fiber optic,Bank transfer (automatic),No
1930-WNXSB,Male,58,92.85,5305.05,Month-to-month,Fiber optic,Electronic check,No
1932-UEDCX,Male,33,100.6,3270.25,Month-to-month,Fiber optic,Bank transfer (automatic),No
1934-MKPXS,Male,33,20.1,620.55,One year,No,Credit card (automatic),No
1934-SJVJK,Male,1,20.15,20.15,Month-to-month,No,Mailed check,Yes
1935-IMVBB,Male,56,89.7,4952.95,Month-to-month,Fiber optic,Mailed check,No
1936-CZAKF,Male,49,49.65,2409.9,Two year,DSL,Credit card (automatic),No
1936-UAFEH,Female,68,110.25,7279.35,Two year,Fiber optic,Credit card (automatic),No
1937-OTUKY,Female,72,98.2,7015.9,Two year,Fiber optic,Bank transfer (automatic),No
1941-HOSAM,Male,1,90.1,90.1,Month-to-month,Fiber optic,Electronic check,No
1942-OQFRW,Male,1,44,44,Month-to-month,DSL,Electronic check,No
1945-XISKS,Female,67,19.65,1335.2,Two year,No,Mailed check,No
1950-KSVVJ,Female,45,113.3,5032.25,One year,Fiber optic,Mailed check,No
1951-IEYXM,Male,72,90.6,6441.85,Two year,DSL,Credit card (automatic),No
1952-DVVSW,Female,10,20.1,184.4,One year,No,Mailed check,No
1955-IBMMB,Male,59,20.2,1192.3,Two year,No,Bank transfer (automatic),No
1956-YIFGE,Male,22,100.05,2090.25,One year,Fiber optic,Mailed check,No
1958-RNRKS,Male,30,49.9,1441.95,Month-to-month,DSL,Electronic check,No
1960-UOTYM,Male,52,79.2,4016.3,Two year,DSL,Electronic check,No
1960-UYCNN,Male,10,95.25,1021.55,Month-to-month,Fiber optic,Electronic check,No
1963-SVUCV,Male,1,45.3,45.3,Month-to-month,DSL,Electronic check,Yes
1963-VAUKV,Female,1,20.4,20.4,Month-to-month,No,Mailed check,Yes
1964-SVLEA,Male,20,19.7,415.9,One year,No,Mailed check,No
1965-AKTSX,Female,14,78.95,1101.85,Month-to-month,Fiber optic,Electronic check,Yes
1965-DDBWU,Male,16,89.05,1448.6,Month-to-month,Fiber optic,Credit card (automatic),Yes
1970-KKFWL,Female,35,23.3,797.1,Two year,No,Bank transfer (automatic),No
1971-DTCZB,Female,72,90.95,6468.6,Two year,DSL,Bank transfer (automatic),No
1972-XMUWV,Female,65,59.8,3808.2,Two year,DSL,Credit card (automatic),No
1976-AZZPJ,Male,7,34.2,256.6,Month-to-month,DSL,Mailed check,No
1976-CFOCS,Female,1,46,46,Month-to-month,DSL,Electronic check,Yes
1977-STDKI,Female,1,73,73,Month-to-month,Fiber optic,Electronic check,Yes
1980-KXVPM,Female,3,75.05,256.25,Month-to-month,Fiber optic,Credit card (automatic),Yes
1981-INRFU,Female,2,79.75,164.5,Month-to-month,Fiber optic,Electronic check,Yes
1982-FEBTD,Female,23,25.6,514.75,Two year,No,Credit card (automatic),No
1984-FCOWB,Female,70,109.5,7674.55,One year,Fiber optic,Electronic check,Yes
1984-GPTEH,Female,29,25.15,702,Month-to-month,No,Electronic check,No
1985-MBRYP,Female,43,19.65,779.25,Two year,No,Bank transfer (automatic),No
1986-PHGZF,Male,18,58.4,964.9,Month-to-month,DSL,Credit card (automatic),No
1987-AUELQ,Female,71,25.05,1873.7,Two year,No,Credit card (automatic),No
1989-PRJHP,Male,27,75.5,1893.95,Month-to-month,Fiber optic,Electronic check,Yes
1991-VOPLL,Female,9,19.05,157.65,Month-to-month,No,Mailed check,No
1996-DBMUS,Female,48,70.65,3545.05,Month-to-month,Fiber optic,Bank transfer (automatic),No
1998-VHJHK,Female,27,19.15,501.35,One year,No,Mailed check,No
2000-DHJUY,Female,70,92.2,6474.45,Two year,DSL,Bank transfer (automatic),No
2000-MPKCA,Female,58,107.75,6332.75,One year,Fiber optic,Electronic check,No
2001-EWBQU,Female,60,104.7,6333.8,Two year,Fiber optic,Electronic check,No
2001-MCUUW,Male,46,108.65,4903.2,Two year,Fiber optic,Electronic check,No
2002-MZHWP,Female,1,20.5,20.5,Month-to-month,No,Mailed check,Yes
2003-CKLOR,Male,66,99.5,6710.5,Month-to-month,Fiber optic,Electronic check,Yes
2004-OCQXK,Female,1,81.95,81.95,Month-to-month,Fiber optic,Electronic check,Yes
2005-DWQZJ,Female,8,19.05,201.7,Two year,No,Mailed check,No
2007-QVGAW,Female,68,19.35,1292.65,Two year,No,Bank transfer (automatic),No
2011-TRQYE,Male,18,33.5,600,Month-to-month,DSL,Credit card (automatic),Yes
2012-NWRPA,Female,11,99.55,1131.2,Month-to-month,Fiber optic,Electronic check,Yes
2013-SGDXK,Female,1,84.3,84.3,Month-to-month,Fiber optic,Electronic check,Yes
2014-MKGMH,Female,46,101.1,4674.4,One year,Fiber optic,Electronic check,No
2017-CCBLH,Female,8,20,141.6,Two year,No,Mailed check,No
2018-PZKMU,Male,9,103.1,970.45,Month-to-month,Fiber optic,Electronic check,No
2018-QKYGT,Male,1,81.05,81.05,Month-to-month,Fiber optic,Electronic check,No
2019-HDCZY,Male,63,102.6,6296.75,Two year,Fiber optic,Electronic check,No
2023-VQFDL,Male,18,19,348.8,Month-to-month,No,Electronic check,No
2024-BASKD,Female,1,74.6,74.6,Month-to-month,Fiber optic,Mailed check,Yes
2025-JKFWI,Male,13,99,1301.7,Month-to-month,Fiber optic,Mailed check,Yes
2026-TGDHM,Female,7,79.3,523.15,Month-to-month,Fiber optic,Electronic check,Yes
2027-CWDNU,Male,18,85.6,1601.5,Month-to-month,Fiber optic,Electronic check,No
2027-DNKIV,Male,37,58.75,2203.1,One year,DSL,Mailed check,No
2027-FECZV,Male,12,106.7,1253.9,Month-to-month,Fiber optic,Electronic check,Yes
2027-OAQQC,Female,43,49.05,2076.2,Month-to-month,DSL,Bank transfer (automatic),Yes
2027-WKXMW,Female,63,108.75,6871.7,Month-to-month,Fiber optic,Electronic check,No
2030-BTZRO,Male,6,20.4,107.6,Two year,No,Credit card (automatic),No
2034-CGRHZ,Male,24,102.95,2496.7,Month-to-month,Fiber optic,Credit card (automatic),Yes
2034-GDRCN,Female,2,90.4,168.2,Month-to-month,Fiber optic,Electronic check,Yes
2037-SGXHH,Male,38,94.65,3624.3,Month-to-month,Fiber optic,Electronic check,Yes
2037-XJFUP,Male,33,95.8,3036.75,One year,Fiber optic,Electronic check,Yes
2038-LLMLM,Female,48,103.85,4946.05,Month-to-month,Fiber optic,Electronic check,No
2038-OEQZH,Male,4,86.05,308.1,Month-to-month,Fiber optic,Electronic check,No
2038-YSEZE,Female,29,67.45,1801.1,Month-to-month,DSL,Mailed check,No
2039-JONDJ,Male,27,55.45,1477.65,One year,DSL,Bank transfer (automatic),No
2040-LDIWQ,Male,65,84.2,5324.5,Two year,DSL,Bank transfer (automatic),No
2040-OBMLJ,Male,31,81.7,2548.65,One year,Fiber optic,Credit card (automatic),No
2040-VZIKE,Female,49,100.85,4847.35,Month-to-month,Fiber optic,Mailed check,No
2040-XBAVJ,Male,72,114.45,8100.55,Two year,Fiber optic,Bank transfer (automatic),No
2041-JIJCI,Female,5,64,370.25,Month-to-month,DSL,Electronic check,No
2043-WVTQJ,Male,1,55.7,55.7,Month-to-month,DSL,Mailed check,No
2045-BMBTJ,Female,33,59.45,1884.65,Month-to-month,DSL,Bank transfer (automatic),No
2049-BAFNW,Female,1,35.9,35.9,Month-to-month,DSL,Mailed check,No
2050-ONYDQ,Female,65,26,1654.85,Two year,No,Credit card (automatic),No
2054-PJOCK,Female,60,80.55,4847.05,One year,DSL,Credit card (automatic),No
2055-BFOCC,Male,63,84,5329.55,One year,DSL,Bank transfer (automatic),No
2055-PDADH,Female,3,70.4,204.7,Month-to-month,Fiber optic,Electronic check,Yes
2055-SIFSS,Female,55,51.65,2838.55,Month-to-month,DSL,Bank transfer (automatic),No
2056-EVGZL,Male,68,105.75,7322.5,One year,Fiber optic,Credit card (automatic),No
2057-BOYKM,Female,72,96.6,6827.5,Two year,Fiber optic,Bank transfer (automatic),No
2057-ZBLPD,Female,21,86.5,1808.7,Month-to-month,Fiber optic,Electronic check,Yes
2058-DCJBE,Male,5,69.75,324.6,Month-to-month,Fiber optic,Electronic check,Yes
2061-VVFST,Female,37,19.5,805.2,Month-to-month,No,Bank transfer (automatic),No
2065-MMKGR,Female,29,71,2080.1,One year,DSL,Credit card (automatic),No
2067-QYTCF,Female,64,111.15,6953.4,Month-to-month,Fiber optic,Electronic check,No
2068-WWXQZ,Male,46,20.05,902,Two year,No,Bank transfer (automatic),No
2070-FNEXE,Female,7,76.45,503.6,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
2070-XYMFH,Female,23,79.35,1835.3,Month-to-month,Fiber optic,Mailed check,No
2072-ZVJJX,Male,68,25.25,1728.2,Two year,No,Bank transfer (automatic),No
2073-QBVBI,Female,41,35.45,1391.65,One year,DSL,Mailed check,No
2074-GKOWZ,Male,2,89.55,185.55,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
2074-GUHPQ,Female,17,92.7,1556.85,Month-to-month,Fiber optic,Credit card (automatic),No
2075-PUEPR,Male,55,19.35,1153.25,Two year,No,Bank transfer (automatic),No
2075-RMJIK,Female,5,49.4,232.55,Month-to-month,DSL,Mailed check,No
2077-DDHJK,Female,68,70.9,4911.35,Two year,DSL,Credit card (automatic),No
2077-MPJQO,Male,7,75.4,533.05,Month-to-month,Fiber optic,Electronic check,No
2079-FBMZK,Female,6,69.25,418.4,Month-to-month,Fiber optic,Mailed check,Yes
2080-CAZNM,Female,41,104.4,4133.95,Month-to-month,Fiber optic,Electronic check,No
2080-GKCWQ,Male,2,74.95,151.75,Month-to-month,Fiber optic,Electronic check,No
2080-SRCDE,Female,1,25.4,25.4,Month-to-month,No,Mailed check,No
2081-KJSQF,Male,1,20.25,20.25,Month-to-month,No,Mailed check,No
2081-VEYEH,Male,3,107.95,318.6,Month-to-month,Fiber optic,Electronic check,No
2082-CEFLT,Male,1,45.6,45.6,Month-to-month,DSL,Electronic check,Yes
2082-OJVTK,Male,29,89.2,2698.35,Month-to-month,Fiber optic,Electronic check,Yes
2085-BOJKI,Male,17,96.65,1588.25,One year,Fiber optic,Bank transfer (automatic),No
2085-JVGAD,Male,37,20.35,697.65,Month-to-month,No,Bank transfer (automatic),No
2087-QAREY,Female,22,54.7,1178.75,Month-to-month,DSL,Mailed check,No
2088-IEBAU,Female,68,88.15,6148.45,Two year,DSL,Electronic check,No
2091-GPPIQ,Female,72,78.95,5730.15,Two year,DSL,Electronic check,No
2091-MJTFX,Female,30,51.2,1561.5,Month-to-month,DSL,Credit card (automatic),Yes
2091-RFFBA,Female,31,73.9,2217.15,Month-to-month,Fiber optic,Electronic check,Yes
2096-XOTMO,Female,16,19.35,275.9,Month-to-month,No,Mailed check,No
2097-YVPKN,Male,65,25.75,1654.75,Two year,No,Mailed check,No
2100-BDNSN,Female,5,67.95,350.3,Month-to-month,DSL,Bank transfer (automatic),Yes
2101-RANCD,Female,55,73.1,4144.9,Month-to-month,Fiber optic,Electronic check,No
2103-ZRXFN,Male,1,50.75,50.75,Month-to-month,DSL,Mailed check,No
2105-PHWON,Female,33,95,3008.15,Month-to-month,Fiber optic,Credit card (automatic),No
2107-FBPTK,Female,30,104.1,3121.1,Month-to-month,Fiber optic,Electronic check,No
2108-GLPQB,Male,25,55.55,1405.3,Month-to-month,DSL,Credit card (automatic),No
2108-XWMPY,Male,3,35.45,106.85,Month-to-month,DSL,Mailed check,Yes
2108-YKQTY,Female,4,50.7,151.3,Month-to-month,DSL,Credit card (automatic),Yes
2111-DWYHN,Male,1,21.1,21.1,Month-to-month,No,Mailed check,No
2114-MGINA,Female,14,89.8,1129.1,Month-to-month,Fiber optic,Mailed check,Yes
2115-BFTIW,Male,25,70.95,1767.35,Month-to-month,Fiber optic,Mailed check,Yes
2120-SMPEX,Male,25,20.15,536.35,Month-to-month,No,Mailed check,No
2121-JAFOM,Female,72,115.55,8312.4,Two year,Fiber optic,Credit card (automatic),No
2122-SZZZD,Male,44,19.5,835.5,One year,No,Credit card (automatic),No
2122-YWVYA,Female,18,75.4,1380.4,Month-to-month,Fiber optic,Electronic check,No
2123-AGEEN,Female,7,84.35,609.65,Month-to-month,Fiber optic,Electronic check,No
2123-VSCOT,Female,59,72.1,4194.85,Two year,DSL,Bank transfer (automatic),No
2126-GSEGL,Female,70,84.8,5917.55,Two year,DSL,Bank transfer (automatic),No
2129-ALKBS,Female,40,26.2,1077.5,Month-to-month,No,Electronic check,No
2133-TSRRM,Female,34,105.35,3688.6,Month-to-month,Fiber optic,Bank transfer (automatic),No
2135-DQWAQ,Female,5,85.3,420.45,Month-to-month,Fiber optic,Mailed check,No
2135-RXIHG,Male,1,45.65,45.65,Month-to-month,DSL,Electronic check,Yes
2137-DQMEV,Male,68,44.8,2983.65,One year,DSL,Mailed check,No
2138-VFAPZ,Female,14,19.7,263.65,Two year,No,Mailed check,No
2139-FQHLM,Male,19,89.95,1682.4,Month-to-month,Fiber optic,Mailed check,No
2141-RRYGO,Female,4,68.65,261.25,Month-to-month,DSL,Bank transfer (automatic),Yes
2143-LJULT,Female,67,25.25,1733.15,Two year,No,Credit card (automatic),No
2144-BFDSO,Female,50,108.75,5431.9,Month-to-month,Fiber optic,Bank transfer (automatic),No
2144-ESWKO,Male,43,35.2,1463.7,One year,DSL,Credit card (automatic),No
2146-EGVDT,Male,59,19.3,1192.7,Two year,No,Credit card (automatic),No
2150-OEGBV,Male,27,20.1,562.6,One year,No,Bank transfer (automatic),No
2150-UWTFY,Female,22,61.15,1422.05,Month-to-month,DSL,Mailed check,Yes
2150-WLKUW,Female,40,63.9,2635,One year,DSL,Bank transfer (automatic),No
2153-MREFK,Female,37,99.2,3754.6,One year,Fiber optic,Electronic check,Yes
2154-KVJFF,Female,15,79.75,1111.85,Month-to-month,Fiber optic,Electronic check,Yes
2155-AMQRX,Female,28,54.9,1505.15,Month-to-month,DSL,Credit card (automatic),No
2157-MXBJS,Male,13,75.3,989.45,One year,DSL,Mailed check,Yes
2159-TURXX,Male,5,20.05,95.55,Month-to-month,No,Credit card (automatic),No
2160-GPFXD,Male,54,65.65,3566.7,Two year,DSL,Credit card (automatic),No
2162-FRZAA,Male,63,39.35,2395.05,Two year,DSL,Bank transfer (automatic),No
2164-SOQXL,Female,20,20.05,406.05,Month-to-month,No,Mailed check,No
2165-VOEGB,Female,46,105.2,4822.85,One year,Fiber optic,Bank transfer (automatic),Yes
2167-FQSTQ,Female,72,92.4,6786.1,Two year,DSL,Electronic check,No
2169-RRLFW,Female,71,25.6,1888.25,Two year,No,Credit card (automatic),No
2171-UDMFD,Male,32,19.45,674.55,Month-to-month,No,Credit card (automatic),No
2172-EJXVF,Female,71,105.9,7521.95,One year,Fiber optic,Electronic check,No
2176-LVPNX,Female,71,89.85,6293.45,Two year,DSL,Mailed check,No
2176-OSJUV,Male,71,65.15,4681.75,Two year,DSL,Bank transfer (automatic),No
2178-PMGCJ,Male,22,69.7,1490.4,Month-to-month,Fiber optic,Mailed check,No
2180-DXNEG,Female,12,96,1062.1,Month-to-month,Fiber optic,Electronic check,Yes
2181-TIDSV,Male,68,19.95,1303.25,Two year,No,Bank transfer (automatic),No
2181-UAESM,Male,2,53.45,119.5,Month-to-month,DSL,Electronic check,No
2186-QZEYA,Female,29,58.55,1718.95,Month-to-month,DSL,Bank transfer (automatic),No
2187-LZGPL,Female,7,40.1,293.3,Month-to-month,DSL,Credit card (automatic),Yes
2187-PKZAY,Male,12,79.95,1043.4,Month-to-month,Fiber optic,Bank transfer (automatic),No
2188-SXWVT,Female,34,55,1885.15,One year,DSL,Mailed check,No
2189-UXTKY,Female,22,79.2,1742.75,Month-to-month,DSL,Electronic check,Yes
2189-WWOEW,Female,15,85.9,1269.55,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
2190-BCXEC,Female,40,78.85,3126.85,Month-to-month,Fiber optic,Credit card (automatic),No
2190-PHBHR,Female,72,94.45,6921.7,Two year,Fiber optic,Credit card (automatic),No
2192-CKRLV,Female,72,49.2,3580.95,Two year,DSL,Electronic check,No
2192-OZITF,Female,45,73.55,3349.1,Two year,DSL,Mailed check,No
2193-SFWQW,Male,72,111.95,8033.1,Two year,Fiber optic,Bank transfer (automatic),No
2194-IIQOF,Female,71,89.3,6388.65,Two year,DSL,Credit card (automatic),No
2195-VVRJF,Male,18,59.1,1011.05,Month-to-month,DSL,Credit card (automatic),No
2195-ZRVAX,Female,47,85.3,4045.65,Month-to-month,Fiber optic,Electronic check,Yes
2197-OMWGI,Female,68,53,3656.25,Two year,DSL,Electronic check,No
2200-DSAAL,Female,68,80.65,5330.2,Two year,DSL,Electronic check,No
2202-CUYXZ,Male,1,84.85,84.85,Month-to-month,Fiber optic,Electronic check,Yes
2202-OUTMO,Female,34,60.85,2003.6,Month-to-month,DSL,Bank transfer (automatic),No
2203-GHNWN,Female,24,79.65,1928.7,Month-to-month,Fiber optic,Mailed check,No
2205-LPVGL,Male,58,89.85,5125.75,One year,Fiber optic,Bank transfer (automatic),No
2205-YMZZJ,Male,7,84.8,546.95,Month-to-month,Fiber optic,Electronic check,Yes
2207-NHRJK,Male,1,50.8,50.8,Month-to-month,DSL,Electronic check,Yes
2207-OBZNX,Male,7,51,354.05,Month-to-month,DSL,Mailed check,Yes
2207-QPJED,Female,37,90,3371.75,Month-to-month,Fiber optic,Electronic check,No
2207-RYYRL,Male,52,24.55,1331.05,Two year,No,Mailed check,No
2208-MPXIO,Female,45,20,886.4,Two year,No,Bank transfer (automatic),No
2208-NKVVH,Male,43,24.25,1077.95,Two year,No,Mailed check,No
2208-NQBCT,Female,26,81.95,2070.05,Month-to-month,Fiber optic,Electronic check,No
2208-UGTGR,Male,56,98.6,5581.05,Month-to-month,Fiber optic,Electronic check,No
2209-XADXF,Female,1,25.25,25.25,Month-to-month,DSL,Bank transfer (automatic),No
2211-RMNHO,Female,68,85.3,5560,Two year,DSL,Bank transfer (automatic),No
2212-LYASK,Male,27,45.85,1246.4,One year,DSL,Credit card (automatic),No
2215-ZAFGX,Male,9,85.5,791.7,Month-to-month,Fiber optic,Electronic check,No
2219-MVUSO,Male,8,45.15,438.4,Month-to-month,DSL,Mailed check,Yes
2220-IAHLS,Female,1,19.4,19.4,Month-to-month,No,Credit card (automatic),No
2223-GDSHL,Male,71,116.05,8297.5,Two year,Fiber optic,Bank transfer (automatic),No
2223-KAGMX,Female,15,19.4,289.3,Month-to-month,No,Bank transfer (automatic),Yes
2225-ZRGSG,Female,70,93.9,6579.05,Two year,Fiber optic,Bank transfer (automatic),Yes
2226-ICFDO,Female,72,85.9,6110.75,Two year,DSL,Credit card (automatic),No
2227-JRSJX,Female,21,99.15,1956.4,Month-to-month,Fiber optic,Bank transfer (automatic),No
2228-BZDEE,Female,54,20.1,1079.45,Two year,No,Mailed check,No
2229-DPMBI,Female,8,19.5,162.15,Two year,No,Mailed check,No
2229-VWQJH,Female,24,49.3,1233.25,Month-to-month,DSL,Credit card (automatic),No
2230-XTUWL,Female,48,19.55,883.35,Two year,No,Mailed check,No
2232-DMLXU,Female,1,55.2,55.2,Month-to-month,DSL,Mailed check,Yes
2233-FAGXV,Female,5,24.3,132.25,Month-to-month,No,Mailed check,No
2233-TXSIU,Male,17,44.45,792.15,One year,DSL,Credit card (automatic),No
2234-EOFPT,Male,72,79.35,5753.25,Two year,DSL,Bank transfer (automatic),No
2234-XADUH,Female,72,103.2,7362.9,One year,Fiber optic,Credit card (automatic),No
2235-DWLJU,Female,6,44.4,263.05,Month-to-month,DSL,Electronic check,No
2235-EZAIK,Female,72,79.2,5401.9,Two year,DSL,Credit card (automatic),No
2235-ZGKPT,Female,4,50.85,239.55,Month-to-month,DSL,Mailed check,Yes
2236-HILPA,Male,62,20.65,1218.45,Two year,No,Credit card (automatic),No
2237-ZFSMY,Female,39,95.55,3692.85,One year,Fiber optic,Electronic check,Yes
2239-CFOUJ,Male,1,20.4,20.4,One year,No,Mailed check,No
2239-CGBUZ,Female,51,60.5,3145.15,One year,DSL,Bank transfer (automatic),No
2239-JALAW,Male,58,103.25,6017.65,One year,Fiber optic,Bank transfer (automatic),Yes
2240-HSJQD,Male,38,81.85,3141.7,Month-to-month,Fiber optic,Mailed check,No
2242-MFOTG,Male,33,80.1,2603.3,One year,Fiber optic,Bank transfer (automatic),No
2243-FNMMI,Male,20,19.4,415.4,Month-to-month,No,Mailed check,No
2245-ADZFJ,Female,31,80.55,2471.6,Two year,DSL,Bank transfer (automatic),No
2249-YPRNG,Female,20,105.85,2239.65,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
2250-IVBWA,Male,64,81.05,5135.35,Month-to-month,Fiber optic,Electronic check,No
2251-PYLPB,Male,72,79.55,5810.9,Two year,DSL,Credit card (automatic),No
2252-ISRNH,Male,9,90.35,767.9,One year,Fiber optic,Electronic check,No
2252-JHJGE,Male,61,104,6363.45,One year,Fiber optic,Electronic check,No
2252-NKNSI,Male,52,85.15,4461.85,Two year,DSL,Mailed check,No
2253-KPMNB,Female,69,46.25,3121.4,Two year,DSL,Bank transfer (automatic),No
2254-DLXRI,Female,1,79.15,79.15,Month-to-month,Fiber optic,Mailed check,No
2256-YLYLP,Male,68,72.95,4953.25,Two year,DSL,Bank transfer (automatic),No
2257-BOVXD,Male,14,66.6,979.5,Month-to-month,DSL,Credit card (automatic),No
2259-OUUSZ,Male,7,35.5,249.55,One year,DSL,Credit card (automatic),No
2260-USTRB,Female,2,70.2,115.95,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
2262-SLNVK,Female,1,70.1,70.1,Month-to-month,Fiber optic,Electronic check,No
2263-SFSQZ,Male,51,24.95,1222.25,Two year,No,Mailed check,No
2265-CYWIV,Female,4,99.6,347.65,Month-to-month,Fiber optic,Electronic check,Yes
2266-FUBDZ,Male,15,19.35,278.85,Two year,No,Mailed check,No
2266-SJNAT,Female,72,109.15,7789.6,One year,Fiber optic,Credit card (automatic),No
2267-FPIMA,Male,50,94.4,4914.9,Month-to-month,Fiber optic,Credit card (automatic),No
2267-WTPYD,Female,57,94,5438.95,Month-to-month,Fiber optic,Credit card (automatic),No
2270-CHBFN,Female,44,95.1,4060.55,Month-to-month,Fiber optic,Credit card (automatic),No
2272-JKMSI,Female,62,110.8,6840.95,One year,Fiber optic,Electronic check,No
2272-QAGFO,Female,14,74.3,1096.25,Month-to-month,Fiber optic,Electronic check,Yes
2272-UOINI,Female,7,78.5,571.05,Month-to-month,DSL,Electronic check,No
2272-WUSPA,Female,72,110.75,7751.7,Two year,Fiber optic,Electronic check,No
2273-QCKXA,Male,1,49.05,49.05,Month-to-month,DSL,Mailed check,No
2274-XUATA,Male,72,63.1,4685.55,Two year,DSL,Bank transfer (automatic),No
2275-RBYQS,Female,1,45.4,45.4,Month-to-month,DSL,Mailed check,No
2276-YDAVZ,Female,3,75.1,270.7,Month-to-month,Fiber optic,Credit card (automatic),Yes
2277-AXSDC,Female,32,19.75,624.15,One year,No,Bank transfer (automatic),No
2277-BKJKN,Female,71,99.2,7213.75,Two year,Fiber optic,Electronic check,No
2277-DJJDL,Male,60,99,6017.9,Month-to-month,Fiber optic,Electronic check,No
2277-VWCNI,Female,4,48.75,179.85,Month-to-month,DSL,Mailed check,No
2279-AXJJK,Male,52,95.65,5088.4,Month-to-month,Fiber optic,Credit card (automatic),No
2282-YGNOR,Female,29,58,1734.5,One year,DSL,Credit card (automatic),No
2284-VFLKH,Male,49,99.25,4920.8,One year,Fiber optic,Credit card (automatic),No
2292-XQWSV,Male,40,60.3,2448.5,One year,DSL,Mailed check,No
2293-IJWPS,Female,57,100.75,5985,One year,Fiber optic,Credit card (automatic),No
2294-DMMUS,Female,62,70.45,4300.45,Month-to-month,DSL,Credit card (automatic),No
2294-SALNE,Male,23,86.8,1940.8,One year,Fiber optic,Mailed check,No
2296-DKZFP,Female,65,71,4386.2,Two year,DSL,Bank transfer (automatic),No
2300-RQGOI,Female,38,20.05,741.5,Two year,No,Mailed check,No
2302-ANTDP,Female,48,117.45,5438.9,Month-to-month,Fiber optic,Electronic check,Yes
2302-OUZXB,Male,72,82.15,5784.3,Two year,DSL,Bank transfer (automatic),No
2303-PJYHN,Female,2,19.85,52,Month-to-month,No,Bank transfer (automatic),No
2305-MRGLV,Male,28,76.55,2065.4,Month-to-month,Fiber optic,Bank transfer (automatic),No
2307-FYNNL,Male,65,109.05,7108.2,Two year,Fiber optic,Electronic check,No
2308-STERM,Female,2,19.4,61.05,Month-to-month,No,Mailed check,No
2309-OSFEU,Male,10,33.9,298.45,Month-to-month,DSL,Mailed check,Yes
2311-QYMUQ,Female,16,89.45,1430.25,Month-to-month,Fiber optic,Credit card (automatic),Yes
2314-TNDJQ,Female,72,55.65,3880.05,Two year,DSL,Credit card (automatic),No
2316-ESMLS,Female,12,33.15,444.75,One year,DSL,Credit card (automatic),No
2320-JRSDE,Female,1,19.9,19.9,Month-to-month,No,Electronic check,Yes
2320-SLKMB,Female,26,44.45,1183.8,Month-to-month,DSL,Credit card (automatic),No
2320-TZRRH,Female,20,19.5,403.15,One year,No,Mailed check,No
2320-YKQBO,Female,7,19.3,144.95,Month-to-month,No,Mailed check,No
2321-OMBXY,Female,38,80.3,3058.65,One year,DSL,Credit card (automatic),Yes
2322-VCZHZ,Male,23,90,2024.1,Month-to-month,Fiber optic,Electronic check,No
2323-ARSVR,Male,67,111.05,7321.05,Two year,Fiber optic,Electronic check,No
2324-AALNO,Female,48,24.55,1203.95,One year,No,Bank transfer (automatic),No
2324-EFHVG,Male,64,104.4,6692.65,Two year,Fiber optic,Bank transfer (automatic),No
2325-NBPZG,Female,3,74.55,233.65,Month-to-month,Fiber optic,Electronic check,No
2325-WINES,Female,32,104.05,3416.85,One year,Fiber optic,Credit card (automatic),No
2325-ZUSFD,Female,57,70.1,3913.3,One year,DSL,Bank transfer (automatic),Yes
2330-PQGDQ,Male,51,84.2,4299.75,One year,Fiber optic,Bank transfer (automatic),No
2332-EFBJY,Male,16,19.7,342.4,Month-to-month,No,Mailed check,Yes
2332-TODQS,Female,48,25.05,1171.5,One year,No,Credit card (automatic),No
2333-KWEWW,Male,18,20.05,388.6,Two year,No,Credit card (automatic),No
2335-GSODA,Male,23,40.1,857.75,Two year,DSL,Mailed check,No
